t,phi,z,omega,vz,E,E_anal
1.310000,-0.092429,1.594114,2.302993,0.900625,2.569827,2.569827
1.320000,-0.069487,1.603216,2.284840,0.919844,2.569828,2.569827
1.330000,-0.046740,1.612510,2.264235,0.938905,2.569828,2.569827
1.340000,-0.024210,1.621994,2.241268,0.957749,2.569828,2.569827
1.350000,-0.001922,1.631664,2.216035,0.976321,2.569828,2.569827
1.360000,0.020103,1.641519,2.188634,0.994566,2.569828,2.569827
1.370000,0.041844,1.651554,2.159168,1.012436,2.569828,2.569827
1.380000,0.063280,1.661766,2.127742,1.029882,2.569828,2.569827
1.390000,0.084392,1.672150,2.094463,1.046861,2.569828,2.569827
1.400000,0.105163,1.682702,2.059440,1.063332,2.569828,2.569827
1.410000,0.125576,1.693415,2.022782,1.079257,2.569828,2.569827
1.420000,0.145614,1.704285,1.984599,1.094603,2.569828,2.569827
1.430000,0.165263,1.715305,1.944999,1.109338,2.569828,2.569827
1.440000,0.184509,1.726470,1.904091,1.123437,2.569828,2.569827
1.450000,0.203341,1.737772,1.861982,1.136876,2.569828,2.569827
1.460000,0.221745,1.749205,1.818775,1.149635,2.569828,2.569827
1.470000,0.239713,1.760762,1.774573,1.161697,2.569828,2.569827
1.480000,0.257234,1.772436,1.729476,1.173049,2.569828,2.569827
1.490000,0.274300,1.784221,1.683581,1.183681,2.569828,2.569827
1.500000,0.290903,1.796108,1.636981,1.193587,2.569828,2.569827
1.510000,0.307037,1.808090,1.589767,1.202762,2.569828,2.569827
1.520000,0.322697,1.820160,1.542024,1.211206,2.569828,2.569827
1.530000,0.337876,1.832312,1.493836,1.218920,2.569828,2.569827
1.540000,0.352572,1.844536,1.445281,1.225908,2.569828,2.569827
1.550000,0.366781,1.856827,1.396434,1.232178,2.569828,2.569827
1.560000,0.380500,1.869178,1.347367,1.237738,2.569828,2.569827
1.570000,0.393728,1.881580,1.298146,1.242600,2.569828,2.569827
1.580000,0.406463,1.894027,1.248834,1.246776,2.569828,2.569827
1.590000,0.418704,1.906513,1.199492,1.250282,2.569828,2.569827
1.600000,0.430453,1.919031,1.150174,1.253134,2.569828,2.569827
1.610000,0.441708,1.931574,1.100932,1.255350,2.569828,2.569827
1.620000,0.452472,1.944136,1.051816,1.256950,2.569828,2.569827
1.630000,0.462745,1.956711,1.002870,1.257954,2.569828,2.569827
1.640000,0.472530,1.969293,0.954135,1.258385,2.569828,2.569827
1.650000,0.481829,1.981877,0.905651,1.258265,2.569828,2.569827
1.660000,0.490644,1.994457,0.857453,1.257618,2.569828,2.569827
1.670000,0.498979,2.007027,0.809574,1.256468,2.569828,2.569827
1.680000,0.506837,2.019584,0.762043,1.254841,2.569828,2.569827
1.690000,0.514221,2.032123,0.714889,1.252761,2.569828,2.569827
1.700000,0.521136,2.044638,0.668137,1.250255,2.569828,2.569827
1.710000,0.527585,2.057126,0.621810,1.247349,2.569828,2.569827
1.720000,0.533573,2.069584,0.575928,1.244070,2.569828,2.569827
1.730000,0.539105,2.082007,0.530511,1.240444,2.569828,2.569827
1.740000,0.544185,2.094392,0.485576,1.236498,2.569828,2.569827
1.750000,0.548818,2.106736,0.441139,1.232258,2.569828,2.569827
1.760000,0.553010,2.119036,0.397214,1.227752,2.569828,2.569827
1.770000,0.556764,2.131290,0.353814,1.223006,2.569828,2.569827
1.780000,0.560088,2.143495,0.310950,1.218047,2.569828,2.569827
1.790000,0.562985,2.155650,0.268634,1.212899,2.569828,2.569827
1.800000,0.565462,2.167753,0.226873,1.207590,2.569828,2.569827
1.810000,0.567525,2.179802,0.185678,1.202144,2.569828,2.569827
1.820000,0.569178,2.191795,0.145056,1.196587,2.569828,2.569827
1.830000,0.570428,2.203733,0.105014,1.190943,2.569828,2.569827
1.840000,0.571280,2.215614,0.065559,1.185237,2.569828,2.569827
1.850000,0.571741,2.227438,0.026696,1.179491,2.569828,2.569827
1.860000,0.571816,2.239204,-0.011568,1.173730,2.569828,2.569827
1.870000,0.571511,2.250912,-0.049230,1.167976,2.569828,2.569827
1.880000,0.570833,2.262563,-0.086283,1.162250,2.569828,2.569827
1.890000,0.569788,2.274157,-0.122724,1.156575,2.569828,2.569827
1.900000,0.568381,2.285695,-0.158548,1.150970,2.569828,2.569827
1.910000,0.566619,2.297177,-0.193752,1.145455,2.569828,2.569827
1.920000,0.564508,2.308605,-0.228330,1.140051,2.569828,2.569827
1.930000,0.562054,2.319979,-0.262280,1.134775,2.569828,2.569827
1.940000,0.559264,2.331301,-0.295597,1.129646,2.569828,2.569827
1.950000,0.556145,2.342572,-0.328278,1.124680,2.569828,2.569827
1.960000,0.552701,2.353795,-0.360319,1.119895,2.569828,2.569827
1.970000,0.548940,2.364971,-0.391716,1.115304,2.569828,2.569827
1.980000,0.544869,2.376102,-0.422466,1.110924,2.569828,2.569827
1.990000,0.540493,2.387190,-0.452564,1.106768,2.569828,2.569827
2.000000,0.535820,2.398238,-0.482008,1.102850,2.569828,2.569827
2.010000,0.530855,2.409248,-0.510793,1.099181,2.569828,2.569827
2.020000,0.525606,2.420222,-0.538915,1.095773,2.569828,2.569827
2.030000,0.520079,2.431164,-0.566371,1.092637,2.569828,2.569827
2.040000,0.514281,2.442076,-0.593156,1.089783,2.569828,2.569827
2.050000,0.508218,2.452961,-0.619268,1.087219,2.569828,2.569827
2.060000,0.501898,2.463821,-0.644701,1.084954,2.569828,2.569827
2.070000,0.495327,2.474661,-0.669453,1.082994,2.569828,2.569827
2.080000,0.488511,2.485482,-0.693518,1.081347,2.569828,2.569827
2.090000,0.481458,2.496289,-0.716894,1.080018,2.569828,2.569827
2.100000,0.474176,2.507084,-0.739577,1.079011,2.569828,2.569827
2.110000,0.466669,2.517870,-0.761563,1.078330,2.569828,2.569827
2.120000,0.458947,2.528651,-0.782848,1.077979,2.569828,2.569827
2.130000,0.451015,2.539431,-0.803429,1.077958,2.569828,2.569827
2.140000,0.442880,2.550212,-0.823303,1.078270,2.569828,2.569827
2.150000,0.434551,2.560997,-0.842467,1.078915,2.569828,2.569827
2.160000,0.426033,2.571791,-0.860918,1.079893,2.569828,2.569827
2.170000,0.417335,2.582596,-0.878652,1.081202,2.569828,2.569827
2.180000,0.408463,2.593416,-0.895668,1.082840,2.569828,2.569827
2.190000,0.399424,2.604254,-0.911964,1.084805,2.569828,2.569827
2.200000,0.390226,2.615113,-0.927537,1.087093,2.569828,2.569827
2.210000,0.380876,2.625997,-0.942387,1.089700,2.569828,2.569827
2.220000,0.371381,2.636908,-0.956511,1.092621,2.569828,2.569827
2.230000,0.361748,2.647850,-0.969909,1.095850,2.569828,2.569827
2.240000,0.351985,2.658826,-0.982580,1.099381,2.569828,2.569827
2.250000,0.342099,2.669839,-0.994526,1.103206,2.569828,2.569827
2.260000,0.332097,2.680891,-1.005745,1.107319,2.569828,2.569827
2.270000,0.321986,2.691986,-1.016238,1.111711,2.569828,2.569827
2.280000,0.311774,2.703127,-1.026008,1.116374,2.569828,2.569827
2.290000,0.301468,2.714315,-1.035055,1.121297,2.569828,2.569827
2.300000,0.291076,2.725553,-1.043383,1.126471,2.569828,2.569827
2.310000,0.280603,2.736845,-1.050993,1.131886,2.569828,2.569827
2.320000,0.270058,2.748192,-1.057890,1.137531,2.569828,2.569827
2.330000,0.259448,2.759596,-1.064076,1.143395,2.569828,2.569827
2.340000,0.248779,2.771060,-1.069556,1.149466,2.569828,2.569827
2.350000,0.238059,2.782586,-1.074336,1.155733,2.569828,2.569827
2.360000,0.227295,2.794176,-1.078420,1.162183,2.569828,2.569827
2.370000,0.216493,2.805830,-1.081814,1.168804,2.569828,2.569827
2.380000,0.205661,2.817552,-1.084525,1.175583,2.569828,2.569827
2.390000,0.194805,2.829343,-1.086560,1.182507,2.569828,2.569827
2.400000,0.183932,2.841203,-1.087926,1.189564,2.569828,2.569827
2.410000,0.173048,2.853134,-1.088632,1.196739,2.569828,2.569827
2.420000,0.162161,2.865138,-1.088685,1.204021,2.569828,2.569827
2.430000,0.151277,2.877215,-1.088095,1.211395,2.569828,2.569827
2.440000,0.140401,2.889366,-1.086872,1.218849,2.569828,2.569827
2.450000,0.129541,2.901592,-1.085024,1.226368,2.569828,2.569827
2.460000,0.118703,2.913894,-1.082563,1.233941,2.569828,2.569827
2.470000,0.107892,2.926271,-1.079500,1.241553,2.569828,2.569827
2.480000,0.097115,2.938725,-1.075845,1.249191,2.569828,2.569827
2.490000,0.086377,2.951255,-1.071610,1.256843,2.569828,2.569827
2.500000,0.075685,2.963862,-1.066807,1.264496,2.569828,2.569827
2.510000,0.065043,2.976545,-1.061449,1.272138,2.569828,2.569827
2.520000,0.054457,2.989304,-1.055548,1.279755,2.569828,2.569827
2.530000,0.043934,3.002140,-1.049117,1.287337,2.569828,2.569827
2.540000,0.033477,3.015051,-1.042169,1.294871,2.569828,2.569827
2.550000,0.023092,3.028037,-1.034717,1.302346,2.569828,2.569827
2.560000,0.012784,3.041098,-1.026775,1.309751,2.569828,2.569827
2.570000,0.002558,3.054232,-1.018358,1.317076,2.569828,2.569827
2.580000,-0.007582,3.067439,-1.009478,1.324308,2.569828,2.569827
2.590000,-0.017630,3.080718,-1.000151,1.331440,2.569828,2.569827
2.600000,-0.027583,3.094067,-0.990389,1.338460,2.569828,2.569827
2.610000,-0.037436,3.107486,-0.980209,1.345360,2.569828,2.569827
2.620000,-0.047186,3.120974,-0.969623,1.352132,2.569828,2.569827
2.630000,-0.056828,3.134529,-0.958647,1.358766,2.569828,2.569827
2.640000,-0.066358,3.148149,-0.947295,1.365254,2.569828,2.569827
2.650000,-0.075772,3.161833,-0.935581,1.371591,2.569828,2.569827
2.660000,-0.085068,3.175580,-0.923520,1.377767,2.569828,2.569827
2.670000,-0.094242,3.189388,-0.911125,1.383777,2.569828,2.569827
2.680000,-0.103289,3.203255,-0.898413,1.389615,2.569828,2.569827
2.690000,-0.112209,3.217180,-0.885396,1.395275,2.569828,2.569827
2.700000,-0.120996,3.231160,-0.872088,1.400751,2.569828,2.569827
2.710000,-0.129650,3.245194,-0.858504,1.406040,2.569828,2.569827
2.720000,-0.138166,3.259280,-0.844658,1.411137,2.569828,2.569827
2.730000,-0.146542,3.273416,-0.830562,1.416038,2.569828,2.569827
2.740000,-0.154776,3.287600,-0.816231,1.420740,2.569828,2.569827
2.750000,-0.162866,3.301830,-0.801678,1.425240,2.569828,2.569827
2.760000,-0.170809,3.316104,-0.786916,1.429536,2.569828,2.569827
2.770000,-0.178603,3.330420,-0.771958,1.433625,2.569828,2.569827
2.780000,-0.186248,3.344776,-0.756816,1.437506,2.569828,2.569827
2.790000,-0.193739,3.359170,-0.741503,1.441179,2.569828,2.569827
2.800000,-0.201077,3.373599,-0.726031,1.444641,2.569828,2.569827
2.810000,-0.208259,3.388062,-0.710411,1.447894,2.569828,2.569827
2.820000,-0.215285,3.402556,-0.694657,1.450936,2.569828,2.569827
2.830000,-0.222152,3.417080,-0.678778,1.453769,2.569828,2.569827
2.840000,-0.228860,3.431631,-0.662787,1.456394,2.569828,2.569827
2.850000,-0.235407,3.446207,-0.646694,1.458811,2.569828,2.569827
2.860000,-0.241794,3.460806,-0.630509,1.461022,2.569828,2.569827
2.870000,-0.248017,3.475427,-0.614244,1.463029,2.569828,2.569827
2.880000,-0.254078,3.490066,-0.597908,1.464834,2.569828,2.569827
2.890000,-0.259975,3.504723,-0.581510,1.466439,2.569828,2.569827
2.900000,-0.265708,3.519394,-0.565061,1.467848,2.569828,2.569827
2.910000,-0.271276,3.534079,-0.548570,1.469064,2.569828,2.569827
2.920000,-0.276680,3.548775,-0.532046,1.470089,2.569828,2.569827
2.930000,-0.281917,3.563480,-0.515497,1.470928,2.569828,2.569827
2.940000,-0.286989,3.578193,-0.498931,1.471584,2.569828,2.569827
2.950000,-0.291896,3.592911,-0.482358,1.472061,2.569828,2.569827
2.960000,-0.296637,3.607634,-0.465785,1.472364,2.569828,2.569827
2.970000,-0.301212,3.622358,-0.449220,1.472497,2.569828,2.569827
2.980000,-0.305621,3.637083,-0.432670,1.472464,2.569828,2.569827
2.990000,-0.309865,3.651807,-0.416142,1.472271,2.569828,2.569827
3.000000,-0.313944,3.666528,-0.399644,1.471923,2.569828,2.569827
3.010000,-0.317858,3.681245,-0.383181,1.471424,2.569828,2.569827
3.020000,-0.321608,3.695956,-0.366761,1.470781,2.569828,2.569827
3.030000,-0.325193,3.710660,-0.350390,1.469997,2.569828,2.569827
3.040000,-0.328616,3.725356,-0.334074,1.469080,2.569828,2.569827
3.050000,-0.331875,3.740041,-0.317818,1.468034,2.569828,2.569827
3.060000,-0.334972,3.754716,-0.301629,1.466865,2.569828,2.569827
3.070000,-0.337908,3.769378,-0.285511,1.465580,2.569828,2.569827
3.080000,-0.340683,3.784027,-0.269471,1.464183,2.569828,2.569827
3.090000,-0.343298,3.798661,-0.253512,1.462681,2.569828,2.569827
3.100000,-0.345753,3.813280,-0.237640,1.461080,2.569828,2.569827
3.110000,-0.348051,3.827883,-0.221860,1.459386,2.569828,2.569827
3.120000,-0.350191,3.842468,-0.206176,1.457605,2.569828,2.569827
3.130000,-0.352175,3.857035,-0.190592,1.455742,2.569828,2.569827
3.140000,-0.354003,3.871582,-0.175113,1.453805,2.569828,2.569827
3.150000,-0.355677,3.886110,-0.159743,1.451798,2.569828,2.569827
3.160000,-0.357198,3.900618,-0.144485,1.449728,2.569828,2.569827
3.170000,-0.358567,3.915105,-0.129344,1.447602,2.569828,2.569827
3.180000,-0.359786,3.929570,-0.114322,1.445424,2.569828,2.569827
3.190000,-0.360854,3.944013,-0.099424,1.443202,2.569828,2.569827
3.200000,-0.361774,3.958434,-0.084653,1.440940,2.569828,2.569827
3.210000,-0.362548,3.972832,-0.070012,1.438645,2.569828,2.569827
3.220000,-0.363175,3.987207,-0.055504,1.436322,2.569828,2.569827
3.230000,-0.363658,4.001558,-0.041132,1.433978,2.569828,2.569827
3.240000,-0.363998,4.015886,-0.026900,1.431618,2.569828,2.569827
3.250000,-0.364197,4.030190,-0.012809,1.429247,2.569828,2.569827
3.260000,-0.364255,4.044471,0.001137,1.426871,2.569828,2.569827
3.270000,-0.364174,4.058728,0.014936,1.424495,2.569828,2.569827
3.280000,-0.363957,4.072961,0.028585,1.422126,2.569828,2.569827
3.290000,-0.363603,4.087170,0.042082,1.419767,2.569828,2.569827
3.300000,-0.363116,4.101356,0.055425,1.417425,2.569828,2.569827
3.310000,-0.362495,4.115519,0.068611,1.415103,2.569828,2.569827
3.320000,-0.361744,4.129659,0.081637,1.412808,2.569828,2.569827
3.330000,-0.360863,4.143775,0.094503,1.410543,2.569828,2.569827
3.340000,-0.359854,4.157870,0.107205,1.408313,2.569828,2.569827
3.350000,-0.358720,4.171942,0.119743,1.406124,2.569828,2.569827
3.360000,-0.357460,4.185992,0.132113,1.403979,2.569828,2.569827
3.370000,-0.356078,4.200021,0.144314,1.401882,2.569828,2.569827
3.380000,-0.354574,4.214030,0.156345,1.399838,2.569828,2.569827
3.390000,-0.352951,4.228018,0.168204,1.397850,2.569828,2.569827
3.400000,-0.351211,4.241987,0.179888,1.395923,2.569828,2.569827
3.410000,-0.349354,4.255937,0.191397,1.394060,2.569828,2.569827
3.420000,-0.347384,4.269869,0.202728,1.392265,2.569828,2.569827
3.430000,-0.345300,4.283783,0.213881,1.390541,2.569828,2.569827
3.440000,-0.343107,4.297680,0.224854,1.388891,2.569828,2.569827
3.450000,-0.340804,4.311561,0.235646,1.387318,2.569828,2.569827
3.460000,-0.338394,4.325426,0.246254,1.385826,2.569828,2.569827
3.470000,-0.335879,4.339277,0.256679,1.384417,2.569828,2.569827
3.480000,-0.333261,4.353115,0.266918,1.383093,2.569828,2.569827
3.490000,-0.330542,4.366940,0.276971,1.381857,2.569828,2.569827
3.500000,-0.327722,4.380752,0.286836,1.380712,2.569828,2.569827
3.510000,-0.324806,4.394554,0.296513,1.379659,2.569828,2.569827
3.520000,-0.321793,4.408346,0.306000,1.378701,2.569828,2.569827
3.530000,-0.318686,4.422128,0.315296,1.377839,2.569828,2.569827
3.540000,-0.315488,4.435903,0.324401,1.377075,2.569828,2.569827
3.550000,-0.312199,4.449670,0.333314,1.376410,2.569828,2.569827
3.560000,-0.308822,4.463432,0.342033,1.375846,2.569828,2.569827
3.570000,-0.305359,4.477188,0.350558,1.375384,2.569828,2.569827
3.580000,-0.301811,4.490940,0.358888,1.375024,2.569828,2.569827
3.590000,-0.298182,4.504688,0.367024,1.374769,2.569828,2.569827
3.600000,-0.294472,4.518435,0.374963,1.374617,2.569828,2.569827
3.610000,-0.290683,4.532181,0.382705,1.374571,2.569828,2.569827
3.620000,-0.286818,4.545927,0.390251,1.374630,2.569828,2.569827
3.630000,-0.282879,4.559674,0.397599,1.374794,2.569828,2.569827
3.640000,-0.278867,4.573423,0.404749,1.375064,2.569828,2.569827
3.650000,-0.274784,4.587176,0.411701,1.375440,2.569828,2.569827
3.660000,-0.270633,4.600932,0.418454,1.375920,2.569828,2.569827
3.670000,-0.266416,4.614694,0.425009,1.376506,2.569828,2.569827
3.680000,-0.262134,4.628463,0.431365,1.377196,2.569828,2.569827
3.690000,-0.257789,4.642239,0.437521,1.377990,2.569828,2.569827
3.700000,-0.253384,4.656023,0.443479,1.378887,2.569828,2.569827
3.710000,-0.248920,4.669817,0.449237,1.379886,2.569828,2.569827
3.720000,-0.244400,4.683621,0.454796,1.380986,2.569828,2.569827
3.730000,-0.239825,4.697437,0.460156,1.382187,2.569828,2.569827
3.740000,-0.235198,4.711265,0.465318,1.383485,2.569828,2.569827
3.750000,-0.230519,4.725107,0.470280,1.384881,2.569828,2.569827
3.760000,-0.225793,4.738963,0.475045,1.386372,2.569828,2.569827
3.770000,-0.221019,4.752835,0.479611,1.387958,2.569828,2.569827
3.780000,-0.216201,4.766723,0.483980,1.389635,2.569828,2.569827
3.790000,-0.211340,4.780628,0.488152,1.391403,2.569828,2.569827
3.800000,-0.206439,4.794551,0.492127,1.393260,2.569828,2.569827
3.810000,-0.201498,4.808493,0.495906,1.395202,2.569828,2.569827
3.820000,-0.196521,4.822455,0.499490,1.397229,2.569828,2.569827
3.830000,-0.191509,4.836438,0.502879,1.399338,2.569828,2.569827
3.840000,-0.186464,4.850442,0.506074,1.401526,2.569828,2.569827
