t,phi,z,omega,vz,E,E_anal
11.160000,6.817416,49.733755,-0.173760,8.802495,94.040714,94.039612
11.170000,6.815674,49.821772,-0.174754,8.800939,94.040714,94.039612
11.180000,6.813921,49.909774,-0.175737,8.799460,94.040714,94.039612
11.190000,6.812159,49.997761,-0.176711,8.798059,94.040714,94.039612
11.200000,6.810387,50.085735,-0.177675,8.796736,94.040714,94.039612
11.210000,6.808606,50.173696,-0.178629,8.795491,94.040714,94.039612
11.220000,6.806815,50.261645,-0.179573,8.794324,94.040714,94.039612
11.230000,6.805014,50.349583,-0.180507,8.793235,94.040714,94.039612
11.240000,6.803205,50.437510,-0.181432,8.792224,94.040714,94.039612
11.250000,6.801386,50.525428,-0.182347,8.791291,94.040714,94.039612
11.260000,6.799558,50.613336,-0.183253,8.790436,94.040714,94.039612
11.270000,6.797721,50.701237,-0.184149,8.789659,94.040714,94.039612
11.280000,6.795875,50.789130,-0.185035,8.788959,94.040714,94.039612
11.290000,6.794020,50.877016,-0.185912,8.788338,94.040714,94.039612
11.300000,6.792156,50.964897,-0.186779,8.787795,94.040714,94.039612
11.310000,6.790284,51.052772,-0.187637,8.787329,94.040714,94.039612
11.320000,6.788404,51.140644,-0.188486,8.786941,94.040714,94.039612
11.330000,6.786515,51.228512,-0.189325,8.786631,94.040714,94.039612
11.340000,6.784617,51.316377,-0.190154,8.786398,94.040714,94.039612
11.350000,6.782712,51.404240,-0.190974,8.786243,94.040714,94.039612
11.360000,6.780798,51.492102,-0.191785,8.786164,94.040714,94.039612
11.370000,6.778876,51.579963,-0.192587,8.786163,94.040714,94.039612
11.380000,6.776946,51.667825,-0.193380,8.786240,94.040714,94.039612
11.390000,6.775008,51.755688,-0.194163,8.786393,94.040714,94.039612
11.400000,6.773063,51.843553,-0.194937,8.786623,94.040714,94.039612
11.410000,6.771110,51.931421,-0.195702,8.786929,94.040714,94.039612
11.420000,6.769149,52.019292,-0.196458,8.787312,94.040714,94.039612
11.430000,6.767181,52.107168,-0.197204,8.787771,94.040714,94.039612
11.440000,6.765205,52.195048,-0.197942,8.788307,94.040714,94.039612
11.450000,6.763222,52.282934,-0.198670,8.788918,94.040714,94.039612
11.460000,6.761231,52.370827,-0.199390,8.789605,94.040714,94.039612
11.470000,6.759234,52.458726,-0.200100,8.790368,94.040714,94.039612
11.480000,6.757229,52.546634,-0.200802,8.791206,94.040714,94.039612
11.490000,6.755218,52.634551,-0.201495,8.792120,94.040714,94.039612
11.500000,6.753200,52.722477,-0.202178,8.793108,94.040714,94.039612
11.510000,6.751174,52.810413,-0.202853,8.794171,94.040714,94.039612
11.520000,6.749143,52.898360,-0.203519,8.795308,94.040714,94.039612
11.530000,6.747104,52.986320,-0.204177,8.796520,94.040714,94.039612
11.540000,6.745059,53.074291,-0.204825,8.797806,94.040714,94.039612
11.550000,6.743008,53.162276,-0.205465,8.799165,94.040714,94.039612
11.560000,6.740950,53.250275,-0.206096,8.800598,94.040714,94.039612
11.570000,6.738886,53.338288,-0.206718,8.802104,94.040714,94.039612
11.580000,6.736815,53.426317,-0.207332,8.803683,94.040714,94.039612
11.590000,6.734739,53.514362,-0.207937,8.805335,94.040714,94.039612
11.600000,6.732657,53.602424,-0.208533,8.807059,94.040714,94.039612
11.610000,6.730568,53.690503,-0.209121,8.808855,94.040714,94.039612
11.620000,6.728474,53.778601,-0.209700,8.810723,94.040714,94.039612
11.630000,6.726374,53.866718,-0.210271,8.812662,94.040714,94.039612
11.640000,6.724269,53.954855,-0.210833,8.814672,94.040714,94.039612
11.650000,6.722158,54.043012,-0.211387,8.816753,94.040714,94.039612
11.660000,6.720041,54.131190,-0.211933,8.818905,94.040714,94.039612
11.670000,6.717919,54.219390,-0.212470,8.821126,94.040714,94.039612
11.680000,6.715792,54.307613,-0.212998,8.823418,94.040714,94.039612
11.690000,6.713659,54.395859,-0.213518,8.825779,94.040714,94.039612
11.700000,6.711522,54.484129,-0.214030,8.828209,94.040714,94.039612
11.710000,6.709379,54.572423,-0.214534,8.830707,94.040714,94.039612
11.720000,6.707231,54.660743,-0.215029,8.833275,94.040714,94.039612
11.730000,6.705078,54.749089,-0.215516,8.835910,94.040714,94.039612
11.740000,6.702921,54.837461,-0.215995,8.838612,94.040714,94.039612
11.750000,6.700758,54.925861,-0.216466,8.841382,94.040714,94.039612
11.760000,6.698591,55.014289,-0.216929,8.844219,94.040714,94.039612
11.770000,6.696420,55.102746,-0.217383,8.847122,94.040714,94.039612
11.780000,6.694244,55.191232,-0.217830,8.850091,94.040714,94.039612
11.790000,6.692063,55.279748,-0.218268,8.853126,94.040714,94.039612
11.800000,6.689878,55.368295,-0.218698,8.856226,94.040714,94.039612
11.810000,6.687689,55.456873,-0.219120,8.859390,94.040714,94.039612
11.820000,6.685496,55.545483,-0.219535,8.862619,94.040714,94.039612
11.830000,6.683299,55.634125,-0.219941,8.865913,94.040714,94.039612
11.840000,6.681097,55.722801,-0.220339,8.869269,94.040714,94.039612
11.850000,6.678892,55.811511,-0.220730,8.872689,94.040714,94.039612
11.860000,6.676683,55.900255,-0.221113,8.876171,94.040714,94.039612
11.870000,6.674470,55.989034,-0.221487,8.879716,94.040714,94.039612
11.880000,6.672253,56.077850,-0.221854,8.883322,94.040714,94.039612
11.890000,6.670033,56.166701,-0.222213,8.886990,94.040714,94.039612
11.900000,6.667809,56.255590,-0.222565,8.890718,94.040714,94.039612
11.910000,6.665581,56.344516,-0.222909,8.894507,94.040714,94.039612
11.920000,6.663350,56.433480,-0.223245,8.898355,94.040714,94.039612
11.930000,6.661116,56.522483,-0.223573,8.902264,94.040714,94.039612
11.940000,6.658879,56.611525,-0.223894,8.906231,94.040714,94.039612
11.950000,6.656639,56.700608,-0.224207,8.910256,94.040714,94.039612
11.960000,6.654395,56.789731,-0.224512,8.914340,94.040714,94.039612
11.970000,6.652148,56.878895,-0.224810,8.918481,94.040714,94.039612
11.980000,6.649899,56.968101,-0.225101,8.922679,94.040714,94.039612
11.990000,6.647646,57.057349,-0.225384,8.926934,94.040714,94.039612
12.000000,6.645391,57.146639,-0.225659,8.931244,94.040714,94.039612
12.010000,6.643133,57.235974,-0.225927,8.935611,94.040714,94.039612
12.020000,6.640873,57.325352,-0.226188,8.940032,94.040714,94.039612
12.030000,6.638609,57.414774,-0.226441,8.944508,94.040714,94.039612
12.040000,6.636344,57.504242,-0.226687,8.949037,94.040714,94.039612
12.050000,6.634076,57.593755,-0.226926,8.953621,94.040714,94.039612
12.060000,6.631805,57.683315,-0.227157,8.958257,94.040714,94.039612
12.070000,6.629533,57.772921,-0.227381,8.962945,94.040714,94.039612
12.080000,6.627258,57.862574,-0.227598,8.967686,94.040714,94.039612
12.090000,6.624981,57.952275,-0.227808,8.972478,94.040714,94.039612
12.100000,6.622702,58.042024,-0.228010,8.977321,94.040714,94.039612
12.110000,6.620420,58.131821,-0.228205,8.982214,94.040714,94.039612
12.120000,6.618137,58.221668,-0.228394,8.987157,94.040714,94.039612
12.130000,6.615853,58.311564,-0.228575,8.992149,94.040714,94.039612
12.140000,6.613566,58.401511,-0.228749,8.997190,94.040714,94.039612
12.150000,6.611278,58.491508,-0.228916,9.002279,94.040714,94.039612
12.160000,6.608988,58.581557,-0.229076,9.007416,94.040714,94.039612
12.170000,6.606696,58.671657,-0.229229,9.012600,94.040714,94.039612
12.180000,6.604403,58.761809,-0.229375,9.017830,94.040714,94.039612
12.190000,6.602109,58.852014,-0.229514,9.023106,94.040714,94.039612
12.200000,6.599813,58.942271,-0.229647,9.028428,94.040714,94.039612
12.210000,6.597516,59.032582,-0.229772,9.033795,94.040714,94.039612
12.220000,6.595217,59.122947,-0.229891,9.039206,94.040714,94.039612
12.230000,6.592918,59.213367,-0.230003,9.044660,94.040714,94.039612
12.240000,6.590617,59.303841,-0.230108,9.050158,94.040714,94.039612
12.250000,6.588316,59.394370,-0.230207,9.055698,94.040714,94.039612
12.260000,6.586013,59.484955,-0.230298,9.061281,94.040714,94.039612
12.270000,6.583710,59.575596,-0.230383,9.066905,94.040714,94.039612
12.280000,6.581406,59.666293,-0.230462,9.072570,94.040714,94.039612
12.290000,6.579101,59.757047,-0.230534,9.078275,94.040714,94.039612
12.300000,6.576795,59.847859,-0.230599,9.084020,94.040714,94.039612
12.310000,6.574489,59.938728,-0.230658,9.089805,94.040714,94.039612
12.320000,6.572182,60.029655,-0.230710,9.095628,94.040714,94.039612
12.330000,6.569875,60.120640,-0.230756,9.101489,94.040714,94.039612
12.340000,6.567567,60.211685,-0.230795,9.107387,94.040714,94.039612
12.350000,6.565259,60.302788,-0.230828,9.113322,94.040714,94.039612
12.360000,6.562950,60.393951,-0.230855,9.119294,94.040714,94.039612
12.370000,6.560642,60.485174,-0.230875,9.125302,94.040714,94.039612
12.380000,6.558333,60.576457,-0.230889,9.131344,94.040714,94.039612
12.390000,6.556024,60.667801,-0.230896,9.137422,94.040714,94.039612
12.400000,6.553715,60.759206,-0.230898,9.143533,94.040714,94.039612
12.410000,6.551406,60.850672,-0.230893,9.149678,94.040714,94.039612
12.420000,6.549097,60.942200,-0.230882,9.155855,94.040714,94.039612
12.430000,6.546788,61.033789,-0.230864,9.162065,94.040714,94.039612
12.440000,6.544480,61.125441,-0.230841,9.168307,94.040714,94.039612
12.450000,6.542171,61.217156,-0.230811,9.174579,94.040714,94.039612
12.460000,6.539864,61.308933,-0.230776,9.180882,94.040714,94.039612
12.470000,6.537556,61.400773,-0.230734,9.187216,94.040714,94.039612
12.480000,6.535249,61.492677,-0.230686,9.193578,94.040714,94.039612
12.490000,6.532942,61.584645,-0.230633,9.199969,94.040714,94.039612
12.500000,6.530636,61.676677,-0.230573,9.206389,94.040714,94.039612
12.510000,6.528331,61.768773,-0.230508,9.212836,94.040714,94.039612
12.520000,6.526026,61.860933,-0.230436,9.219310,94.040714,94.039612
12.530000,6.523722,61.953159,-0.230359,9.225811,94.040714,94.039612
12.540000,6.521419,62.045450,-0.230276,9.232337,94.040714,94.039612
12.550000,6.519117,62.137806,-0.230187,9.238889,94.040714,94.039612
12.560000,6.516815,62.230228,-0.230093,9.245465,94.040714,94.039612
12.570000,6.514515,62.322715,-0.229993,9.252066,94.040714,94.039612
12.580000,6.512215,62.415269,-0.229887,9.258690,94.040714,94.039612
12.590000,6.509917,62.507889,-0.229775,9.265337,94.040714,94.039612
12.600000,6.507620,62.600576,-0.229658,9.272007,94.040714,94.039612
12.610000,6.505324,62.693329,-0.229535,9.278698,94.040714,94.039612
12.620000,6.503029,62.786150,-0.229406,9.285411,94.040714,94.039612
12.630000,6.500736,62.879038,-0.229272,9.292144,94.040714,94.039612
12.640000,6.498444,62.971993,-0.229133,9.298897,94.040714,94.039612
12.650000,6.496153,63.065016,-0.228988,9.305670,94.040714,94.039612
12.660000,6.493864,63.158106,-0.228838,9.312462,94.040714,94.039612
12.670000,6.491576,63.251265,-0.228682,9.319272,94.040714,94.039612
12.680000,6.489290,63.344492,-0.228521,9.326100,94.040714,94.039612
12.690000,6.487006,63.437787,-0.228355,9.332945,94.040714,94.039612
12.700000,6.484723,63.531151,-0.228183,9.339807,94.040714,94.039612
12.710000,6.482442,63.624583,-0.228006,9.346685,94.040714,94.039612
12.720000,6.480163,63.718085,-0.227824,9.353579,94.040714,94.039612
12.730000,6.477886,63.811655,-0.227636,9.360487,94.040714,94.039612
12.740000,6.475611,63.905294,-0.227444,9.367410,94.040714,94.039612
12.750000,6.473337,63.999003,-0.227246,9.374347,94.040714,94.039612
12.760000,6.471066,64.092781,-0.227043,9.381297,94.040714,94.039612
12.770000,6.468796,64.186629,-0.226835,9.388260,94.040714,94.039612
12.780000,6.466529,64.280547,-0.226622,9.395235,94.040714,94.039612
12.790000,6.464264,64.374534,-0.226404,9.402221,94.040714,94.039612
12.800000,6.462001,64.468591,-0.226181,9.409219,94.040714,94.039612
12.810000,6.459740,64.562718,-0.225953,9.416227,94.040714,94.039612
12.820000,6.457482,64.656916,-0.225720,9.423246,94.040714,94.039612
12.830000,6.455226,64.751183,-0.225483,9.430273,94.040714,94.039612
12.840000,6.452972,64.845521,-0.225240,9.437310,94.040714,94.039612
12.850000,6.450721,64.939929,-0.224993,9.444354,94.040714,94.039612
12.860000,6.448472,65.034408,-0.224740,9.451407,94.040714,94.039612
12.870000,6.446226,65.128958,-0.224484,9.458467,94.040714,94.039612
12.880000,6.443983,65.223578,-0.224222,9.465534,94.040714,94.039612
12.890000,6.441742,65.318268,-0.223956,9.472607,94.040714,94.039612
12.900000,6.439504,65.413030,-0.223685,9.479685,94.040714,94.039612
12.910000,6.437268,65.507862,-0.223409,9.486769,94.040714,94.039612
12.920000,6.435035,65.602765,-0.223129,9.493857,94.040714,94.039612
12.930000,6.432806,65.697739,-0.222844,9.500949,94.040714,94.039612
12.940000,6.430579,65.792784,-0.222555,9.508045,94.040714,94.039612
12.950000,6.428355,65.887900,-0.222261,9.515144,94.040714,94.039612
12.960000,6.426133,65.983087,-0.221963,9.522245,94.040714,94.039612
12.970000,6.423915,66.078345,-0.221660,9.529349,94.040714,94.039612
12.980000,6.421700,66.173674,-0.221353,9.536454,94.040714,94.039612
12.990000,6.419488,66.269074,-0.221042,9.543560,94.040714,94.039612
13.000000,6.417279,66.364545,-0.220726,9.550666,94.040714,94.039612
13.010000,6.415074,66.460087,-0.220406,9.557773,94.040714,94.039612
13.020000,6.412871,66.555701,-0.220082,9.564879,94.040714,94.039612
13.030000,6.410672,66.651385,-0.219754,9.571983,94.040714,94.039612
13.040000,6.408476,66.747140,-0.219421,9.579087,94.040714,94.039612
13.050000,6.406284,66.842967,-0.219084,9.586188,94.040714,94.039612
13.060000,6.404095,66.938864,-0.218743,9.593287,94.040714,94.039612
13.070000,6.401909,67.034832,-0.218398,9.600383,94.040714,94.039612
13.080000,6.399727,67.130872,-0.218049,9.607475,94.040714,94.039612
13.090000,6.397548,67.226982,-0.217696,9.614564,94.040714,94.039612
13.100000,6.395373,67.323163,-0.217339,9.621648,94.040714,94.039612
13.110000,6.393201,67.419415,-0.216977,9.628727,94.040714,94.039612
13.120000,6.391033,67.515737,-0.216612,9.635801,94.040714,94.039612
13.130000,6.388869,67.612131,-0.216243,9.642869,94.040714,94.039612
13.140000,6.386708,67.708595,-0.215871,9.649930,94.040714,94.039612
13.150000,6.384551,67.805129,-0.215494,9.656985,94.040714,94.039612
13.160000,6.382398,67.901735,-0.215113,9.664033,94.040714,94.039612
13.170000,6.380249,67.998410,-0.214729,9.671073,94.040714,94.039612
13.180000,6.378104,68.095156,-0.214341,9.678105,94.040714,94.039612
13.190000,6.375962,68.191972,-0.213949,9.685128,94.040714,94.039612
13.200000,6.373825,68.288858,-0.213554,9.692142,94.040714,94.039612
13.210000,6.371691,68.385815,-0.213154,9.699147,94.040714,94.039612
13.220000,6.369562,68.482841,-0.212752,9.706142,94.040714,94.039612
13.230000,6.367436,68.579938,-0.212345,9.713126,94.040714,94.039612
13.240000,6.365315,68.677104,-0.211935,9.720100,94.040714,94.039612
13.250000,6.363198,68.774340,-0.211522,9.727062,94.040714,94.039612
13.260000,6.361084,68.871645,-0.211105,9.734013,94.040714,94.039612
13.270000,6.358976,68.969020,-0.210685,9.740952,94.040714,94.039612
13.280000,6.356871,69.066464,-0.210261,9.747878,94.040714,94.039612
13.290000,6.354770,69.163977,-0.209834,9.754792,94.040714,94.039612
13.300000,6.352674,69.261560,-0.209403,9.761692,94.040714,94.039612
13.310000,6.350582,69.359211,-0.208969,9.768578,94.040714,94.039612
13.320000,6.348495,69.456931,-0.208532,9.775450,94.040714,94.039612
13.330000,6.346412,69.554720,-0.208091,9.782308,94.040714,94.039612
13.340000,6.344333,69.652577,-0.207647,9.789151,94.040714,94.039612
13.350000,6.342259,69.750503,-0.207200,9.795979,94.040714,94.039612
13.360000,6.340189,69.848497,-0.206750,9.802790,94.040714,94.039612
13.370000,6.338124,69.946559,-0.206297,9.809586,94.040714,94.039612
13.380000,6.336063,70.044689,-0.205840,9.816365,94.040714,94.039612
13.390000,6.334007,70.142886,-0.205381,9.823128,94.040714,94.039612
13.400000,6.331955,70.241151,-0.204918,9.829873,94.040714,94.039612
13.410000,6.329909,70.339484,-0.204453,9.836600,94.040714,94.039612
13.420000,6.327866,70.437883,-0.203984,9.843310,94.040714,94.039612
13.430000,6.325829,70.536350,-0.203512,9.850001,94.040714,94.039612
13.440000,6.323796,70.634883,-0.203038,9.856674,94.040714,94.039612
13.450000,6.321768,70.733483,-0.202560,9.863327,94.040714,94.039612
13.460000,6.319745,70.832150,-0.202080,9.869961,94.040714,94.039612
13.470000,6.317727,70.930882,-0.201596,9.876575,94.040714,94.039612
13.480000,6.315713,71.029681,-0.201110,9.883169,94.040714,94.039612
13.490000,6.313704,71.128546,-0.200621,9.889743,94.040714,94.039612
13.500000,6.311701,71.227476,-0.200130,9.896296,94.040714,94.039612
13.510000,6.309702,71.326471,-0.199635,9.902828,94.040714,94.039612
13.520000,6.307708,71.425532,-0.199138,9.909338,94.040714,94.039612
13.530000,6.305719,71.524658,-0.198638,9.915827,94.040714,94.039612
13.540000,6.303735,71.623849,-0.198136,9.922293,94.040714,94.039612
13.550000,6.301756,71.723104,-0.197631,9.928737,94.040714,94.039612
13.560000,6.299783,71.822423,-0.197123,9.935158,94.040714,94.039612
13.570000,6.297814,71.921807,-0.196613,9.941556,94.040714,94.039612
13.580000,6.295850,72.021254,-0.196100,9.947931,94.040714,94.039612
13.590000,6.293892,72.120766,-0.195585,9.954282,94.040714,94.039612
13.600000,6.291939,72.220340,-0.195067,9.960609,94.040714,94.039612
13.610000,6.289991,72.319978,-0.194547,9.966912,94.040714,94.039612
13.620000,6.288048,72.419678,-0.194024,9.973190,94.040714,94.039612
13.630000,6.286110,72.519441,-0.193499,9.979444,94.040714,94.039612
13.640000,6.284178,72.619267,-0.192972,9.985672,94.040714,94.039612
13.650000,6.282251,72.719155,-0.192442,9.991875,94.040714,94.039612
13.660000,6.280329,72.819104,-0.191910,9.998052,94.040714,94.039612
13.670000,6.278412,72.919116,-0.191376,10.004203,94.040714,94.039612
13.680000,6.276501,73.019188,-0.190839,10.010328,94.040714,94.039612
13.690000,6.274596,73.119322,-0.190301,10.016426,94.040714,94.039612
13.700000,6.272695,73.219517,-0.189760,10.022498,94.040714,94.039612
13.710000,6.270800,73.319772,-0.189217,10.028542,94.040714,94.039612
13.720000,6.268911,73.420088,-0.188671,10.034560,94.040714,94.039612
13.730000,6.267027,73.520463,-0.188124,10.040549,94.040714,94.039612
13.740000,6.265149,73.620898,-0.187574,10.046511,94.040714,94.039612
13.750000,6.263276,73.721393,-0.187023,10.052445,94.040714,94.039612
13.760000,6.261408,73.821947,-0.186469,10.058350,94.040714,94.039612
13.770000,6.259546,73.922560,-0.185914,10.064227,94.040714,94.039612
13.780000,6.257690,74.023232,-0.185356,10.070076,94.040714,94.039612
13.790000,6.255839,74.123962,-0.184796,10.075895,94.040714,94.039612
13.800000,6.253994,74.224749,-0.184235,10.081685,94.040714,94.039612
13.810000,6.252154,74.325595,-0.183671,10.087445,94.040714,94.039612
13.820000,6.250320,74.426498,-0.183106,10.093176,94.040714,94.039612
13.830000,6.248492,74.527459,-0.182539,10.098877,94.040714,94.039612
13.840000,6.246670,74.628476,-0.181970,10.104548,94.040714,94.039612
13.850000,6.244853,74.729549,-0.181399,10.110189,94.040714,94.039612
13.860000,6.243042,74.830679,-0.180827,10.115799,94.040714,94.039612
13.870000,6.241236,74.931865,-0.180253,10.121378,94.040714,94.039612
13.880000,6.239437,75.033107,-0.179677,10.126927,94.040714,94.039612
13.890000,6.237643,75.134404,-0.179099,10.132445,94.040714,94.039612
13.900000,6.235855,75.235756,-0.178519,10.137931,94.040714,94.039612
13.910000,6.234072,75.337162,-0.177938,10.143386,94.040714,94.039612
13.920000,6.232296,75.438623,-0.177356,10.148809,94.040714,94.039612
13.930000,6.230525,75.540138,-0.176772,10.154200,94.040714,94.039612
13.940000,6.228761,75.641707,-0.176186,10.159559,94.040714,94.039612
13.950000,6.227002,75.743329,-0.175598,10.164886,94.040714,94.039612
13.960000,6.225249,75.845005,-0.175009,10.170181,94.040714,94.039612
13.970000,6.223501,75.946733,-0.174419,10.175444,94.040714,94.039612
13.980000,6.221760,76.048514,-0.173827,10.180673,94.040714,94.039612
13.990000,6.220025,76.150346,-0.173234,10.185870,94.040714,94.039612
14.000000,6.218296,76.252231,-0.172639,10.191034,94.040714,94.039612
14.010000,6.216572,76.354167,-0.172043,10.196165,94.040714,94.039612
14.020000,6.214855,76.456154,-0.171445,10.201263,94.040714,94.039612
14.030000,6.213143,76.558192,-0.170846,10.206327,94.040714,94.039612
14.040000,6.211438,76.660280,-0.170246,10.211357,94.040714,94.039612
14.050000,6.209738,76.762419,-0.169645,10.216354,94.040714,94.039612
14.060000,6.208045,76.864607,-0.169042,10.221318,94.040714,94.039612
14.070000,6.206357,76.966845,-0.168438,10.226247,94.040714,94.039612
14.080000,6.204676,77.069132,-0.167832,10.231142,94.040714,94.039612
14.090000,6.203001,77.171468,-0.167226,10.236003,94.040714,94.039612
14.100000,6.201332,77.273852,-0.166618,10.240830,94.040714,94.039612
14.110000,6.199668,77.376284,-0.166009,10.245622,94.040714,94.039612
14.120000,6.198011,77.478765,-0.165399,10.250380,94.040714,94.039612
14.130000,6.196360,77.581292,-0.164788,10.255103,94.040714,94.039612
14.140000,6.194716,77.683866,-0.164175,10.259791,94.040714,94.039612
14.150000,6.193077,77.786488,-0.163562,10.264445,94.040714,94.039612
14.160000,6.191444,77.889155,-0.162947,10.269064,94.040714,94.039612
14.170000,6.189818,77.991869,-0.162332,10.273647,94.040714,94.039612
14.180000,6.188198,78.094628,-0.161715,10.278196,94.040714,94.039612
14.190000,6.186584,78.197433,-0.161098,10.282709,94.040714,94.039612
14.200000,6.184976,78.300282,-0.160479,10.287187,94.040714,94.039612
14.210000,6.183374,78.403176,-0.159860,10.291630,94.040714,94.039612
14.220000,6.181779,78.506115,-0.159239,10.296037,94.040714,94.039612
14.230000,6.180189,78.609097,-0.158618,10.300409,94.040714,94.039612
14.240000,6.178606,78.712123,-0.157996,10.304745,94.040714,94.039612
14.250000,6.177029,78.815192,-0.157373,10.309046,94.040714,94.039612
14.260000,6.175459,78.918303,-0.156749,10.313310,94.040714,94.039612
14.270000,6.173895,79.021458,-0.156124,10.317539,94.040714,94.039612
14.280000,6.172336,79.124654,-0.155498,10.321732,94.040714,94.039612
14.290000,6.170785,79.227892,-0.154872,10.325890,94.040714,94.039612
14.300000,6.169239,79.331172,-0.154245,10.330011,94.040714,94.039612
14.310000,6.167700,79.434492,-0.153617,10.334096,94.040714,94.039612
14.320000,6.166167,79.537854,-0.152988,10.338145,94.040714,94.039612
14.330000,6.164640,79.641255,-0.152359,10.342159,94.040714,94.039612
14.340000,6.163119,79.744697,-0.151729,10.346135,94.040714,94.039612
14.350000,6.161605,79.848178,-0.151098,10.350076,94.040714,94.039612
14.360000,6.160098,79.951698,-0.150466,10.353981,94.040714,94.039612
14.370000,6.158596,80.055257,-0.149834,10.357849,94.040714,94.039612
14.380000,6.157101,80.158855,-0.149202,10.361681,94.040714,94.039612
14.390000,6.155612,80.262491,-0.148568,10.365477,94.040714,94.039612
14.400000,6.154129,80.366164,-0.147935,10.369237,94.040714,94.039612
14.410000,6.152653,80.469875,-0.147300,10.372960,94.040714,94.039612
14.420000,6.151183,80.573623,-0.146665,10.376647,94.040714,94.039612
14.430000,6.149720,80.677408,-0.146030,10.380297,94.040714,94.039612
14.440000,6.148263,80.781229,-0.145394,10.383911,94.040714,94.039612
14.450000,6.146812,80.885086,-0.144758,10.387489,94.040714,94.039612
14.460000,6.145368,80.988979,-0.144121,10.391030,94.040714,94.039612
14.470000,6.143930,81.092907,-0.143483,10.394535,94.040714,94.039612
14.480000,6.142498,81.196869,-0.142845,10.398003,94.040714,94.039612
14.490000,6.141073,81.300867,-0.142207,10.401436,94.040714,94.039612
14.500000,6.139654,81.404898,-0.141569,10.404831,94.040714,94.039612
14.510000,6.138241,81.508963,-0.140930,10.408191,94.040714,94.039612
14.520000,6.136835,81.613062,-0.140290,10.411513,94.040714,94.039612
14.530000,6.135436,81.717193,-0.139651,10.414800,94.040714,94.039612
14.540000,6.134042,81.821358,-0.139011,10.418050,94.040714,94.039612
14.550000,6.132655,81.925554,-0.138370,10.421264,94.040714,94.039612
14.560000,6.131275,82.029783,-0.137730,10.424442,94.040714,94.039612
14.570000,6.129901,82.134043,-0.137089,10.427583,94.040714,94.039612
14.580000,6.128533,82.238334,-0.136448,10.430688,94.040714,94.039612
14.590000,6.127172,82.342657,-0.135806,10.433757,94.040714,94.039612
14.600000,6.125817,82.447009,-0.135164,10.436790,94.040714,94.039612
14.610000,6.124469,82.551392,-0.134523,10.439786,94.040714,94.039612
14.620000,6.123127,82.655805,-0.133881,10.442746,94.040714,94.039612
14.630000,6.121791,82.760247,-0.133238,10.445671,94.040714,94.039612
14.640000,6.120462,82.864718,-0.132596,10.448559,94.040714,94.039612
14.650000,6.119139,82.969218,-0.131953,10.451411,94.040714,94.039612
14.660000,6.117823,83.073746,-0.131311,10.454227,94.040714,94.039612
14.670000,6.116513,83.178303,-0.130668,10.457007,94.040714,94.039612
14.680000,6.115209,83.282886,-0.130025,10.459752,94.040714,94.039612
14.690000,6.113912,83.387497,-0.129382,10.462461,94.040714,94.039612
14.700000,6.112622,83.492135,-0.128739,10.465133,94.040714,94.039612
14.710000,6.111338,83.596800,-0.128096,10.467771,94.040714,94.039612
14.720000,6.110060,83.701491,-0.127453,10.470372,94.040714,94.039612
14.730000,6.108788,83.806207,-0.126809,10.472938,94.040714,94.039612
14.740000,6.107524,83.910949,-0.126166,10.475468,94.040714,94.039612
14.750000,6.106265,84.015717,-0.125523,10.477963,94.040714,94.039612
14.760000,6.105013,84.120509,-0.124880,10.480423,94.040714,94.039612
14.770000,6.103768,84.225325,-0.124237,10.482847,94.040714,94.039612
14.780000,6.102528,84.330165,-0.123593,10.485236,94.040714,94.039612
14.790000,6.101296,84.435030,-0.122950,10.487590,94.040714,94.039612
14.800000,6.100069,84.539917,-0.122307,10.489909,94.040714,94.039612
14.810000,6.098850,84.644828,-0.121664,10.492192,94.040714,94.039612
14.820000,6.097636,84.749761,-0.121022,10.494441,94.040714,94.039612
14.830000,6.096429,84.854716,-0.120379,10.496655,94.040714,94.039612
14.840000,6.095229,84.959694,-0.119736,10.498834,94.040714,94.039612
14.850000,6.094034,85.064693,-0.119094,10.500978,94.040714,94.039612
14.860000,6.092847,85.169713,-0.118452,10.503088,94.040714,94.039612
14.870000,6.091665,85.274755,-0.117810,10.505163,94.040714,94.039612
14.880000,6.090490,85.379816,-0.117168,10.507204,94.040714,94.039612
14.890000,6.089322,85.484898,-0.116526,10.509211,94.040714,94.039612
14.900000,6.088160,85.590000,-0.115884,10.511183,94.040714,94.039612
14.910000,6.087004,85.695122,-0.115243,10.513121,94.040714,94.039612
14.920000,6.085855,85.800263,-0.114602,10.515025,94.040714,94.039612
14.930000,6.084712,85.905422,-0.113961,10.516896,94.040714,94.039612
14.940000,6.083576,86.010601,-0.113320,10.518732,94.040714,94.039612
14.950000,6.082446,86.115797,-0.112680,10.520535,94.040714,94.039612
14.960000,6.081322,86.221011,-0.112040,10.522304,94.040714,94.039612
14.970000,6.080205,86.326243,-0.111400,10.524039,94.040714,94.039612
14.980000,6.079094,86.431492,-0.110761,10.525741,94.040714,94.039612
14.990000,6.077990,86.536758,-0.110122,10.527410,94.040714,94.039612
15.000000,6.076892,86.642040,-0.109483,10.529046,94.040714,94.039612
15.010000,6.075800,86.747338,-0.108844,10.530648,94.040714,94.039612
15.020000,6.074715,86.852653,-0.108206,10.532218,94.040714,94.039612
15.030000,6.073636,86.957983,-0.107568,10.533755,94.040714,94.039612
