t,phi,z,omega,vz,E,E_anal
26.950000,6.466722,213.396388,0.001684,10.902150,94.040714,94.039612
26.960000,6.466738,213.505407,0.001548,10.901543,94.040714,94.039612
26.970000,6.466753,213.614419,0.001411,10.900936,94.040714,94.039612
26.980000,6.466767,213.723426,0.001275,10.900328,94.040714,94.039612
26.990000,6.466779,213.832426,0.001140,10.899720,94.040714,94.039612
27.000000,6.466790,213.941420,0.001004,10.899112,94.040714,94.039612
27.010000,6.466799,214.050408,0.000869,10.898503,94.040714,94.039612
27.020000,6.466807,214.159390,0.000733,10.897895,94.040714,94.039612
27.030000,6.466814,214.268366,0.000598,10.897286,94.040714,94.039612
27.040000,6.466819,214.377336,0.000464,10.896677,94.040714,94.039612
27.050000,6.466823,214.486300,0.000329,10.896068,94.040714,94.039612
27.060000,6.466825,214.595257,0.000195,10.895459,94.040714,94.039612
27.070000,6.466827,214.704209,0.000060,10.894850,94.040714,94.039612
27.080000,6.466827,214.813154,-0.000074,10.894241,94.040714,94.039612
27.090000,6.466825,214.922094,-0.000207,10.893632,94.040714,94.039612
27.100000,6.466822,215.031027,-0.000341,10.893023,94.040714,94.039612
27.110000,6.466818,215.139954,-0.000474,10.892414,94.040714,94.039612
27.120000,6.466813,215.248875,-0.000608,10.891805,94.040714,94.039612
27.130000,6.466806,215.357790,-0.000740,10.891196,94.040714,94.039612
27.140000,6.466798,215.466699,-0.000873,10.890588,94.040714,94.039612
27.150000,6.466789,215.575602,-0.001006,10.889979,94.040714,94.039612
27.160000,6.466778,215.684499,-0.001138,10.889371,94.040714,94.039612
27.170000,6.466766,215.793389,-0.001270,10.888763,94.040714,94.039612
27.180000,6.466753,215.902274,-0.001402,10.888156,94.040714,94.039612
27.190000,6.466738,216.011152,-0.001534,10.887548,94.040714,94.039612
27.200000,6.466722,216.120025,-0.001665,10.886941,94.040714,94.039612
27.210000,6.466705,216.228891,-0.001797,10.886334,94.040714,94.039612
27.220000,6.466686,216.337752,-0.001928,10.885728,94.040714,94.039612
27.230000,6.466666,216.446606,-0.002059,10.885122,94.040714,94.039612
27.240000,6.466645,216.555454,-0.002189,10.884516,94.040714,94.039612
27.250000,6.466622,216.664296,-0.002320,10.883911,94.040714,94.039612
27.260000,6.466599,216.773132,-0.002450,10.883306,94.040714,94.039612
27.270000,6.466573,216.881962,-0.002580,10.882702,94.040714,94.039612
27.280000,6.466547,216.990786,-0.002710,10.882098,94.040714,94.039612
27.290000,6.466519,217.099604,-0.002839,10.881495,94.040714,94.039612
27.300000,6.466490,217.208416,-0.002969,10.880892,94.040714,94.039612
27.310000,6.466460,217.317222,-0.003098,10.880290,94.040714,94.039612
27.320000,6.466428,217.426022,-0.003227,10.879688,94.040714,94.039612
27.330000,6.466395,217.534816,-0.003356,10.879087,94.040714,94.039612
27.340000,6.466361,217.643604,-0.003484,10.878487,94.040714,94.039612
27.350000,6.466326,217.752386,-0.003612,10.877887,94.040714,94.039612
27.360000,6.466289,217.861161,-0.003741,10.877289,94.040714,94.039612
27.370000,6.466251,217.969931,-0.003868,10.876690,94.040714,94.039612
27.380000,6.466211,218.078695,-0.003996,10.876093,94.040714,94.039612
27.390000,6.466171,218.187453,-0.004124,10.875496,94.040714,94.039612
27.400000,6.466129,218.296205,-0.004251,10.874901,94.040714,94.039612
27.410000,6.466086,218.404951,-0.004378,10.874306,94.040714,94.039612
27.420000,6.466041,218.513691,-0.004504,10.873712,94.040714,94.039612
27.430000,6.465996,218.622425,-0.004631,10.873118,94.040714,94.039612
27.440000,6.465949,218.731154,-0.004757,10.872526,94.040714,94.039612
27.450000,6.465901,218.839876,-0.004883,10.871935,94.040714,94.039612
27.460000,6.465851,218.948592,-0.005009,10.871344,94.040714,94.039612
27.470000,6.465800,219.057303,-0.005135,10.870755,94.040714,94.039612
27.480000,6.465748,219.166007,-0.005260,10.870166,94.040714,94.039612
27.490000,6.465695,219.274706,-0.005386,10.869579,94.040714,94.039612
27.500000,6.465641,219.383399,-0.005511,10.868992,94.040714,94.039612
27.510000,6.465585,219.492086,-0.005635,10.868407,94.040714,94.039612
27.520000,6.465528,219.600767,-0.005760,10.867823,94.040714,94.039612
27.530000,6.465470,219.709442,-0.005884,10.867239,94.040714,94.039612
27.540000,6.465410,219.818112,-0.006008,10.866657,94.040714,94.039612
27.550000,6.465350,219.926776,-0.006132,10.866076,94.040714,94.039612
27.560000,6.465288,220.035433,-0.006256,10.865497,94.040714,94.039612
27.570000,6.465224,220.144086,-0.006379,10.864918,94.040714,94.039612
27.580000,6.465160,220.252732,-0.006502,10.864341,94.040714,94.039612
27.590000,6.465094,220.361372,-0.006625,10.863765,94.040714,94.039612
27.600000,6.465028,220.470007,-0.006748,10.863190,94.040714,94.039612
27.610000,6.464959,220.578636,-0.006871,10.862617,94.040714,94.039612
27.620000,6.464890,220.687259,-0.006993,10.862044,94.040714,94.039612
27.630000,6.464820,220.795877,-0.007115,10.861474,94.040714,94.039612
27.640000,6.464748,220.904489,-0.007237,10.860904,94.040714,94.039612
27.650000,6.464675,221.013095,-0.007358,10.860336,94.040714,94.039612
27.660000,6.464601,221.121696,-0.007480,10.859769,94.040714,94.039612
27.670000,6.464525,221.230291,-0.007601,10.859204,94.040714,94.039612
27.680000,6.464449,221.338880,-0.007722,10.858640,94.040714,94.039612
27.690000,6.464371,221.447463,-0.007842,10.858078,94.040714,94.039612
27.700000,6.464292,221.556041,-0.007963,10.857517,94.040714,94.039612
27.710000,6.464212,221.664614,-0.008083,10.856958,94.040714,94.039612
27.720000,6.464130,221.773180,-0.008203,10.856400,94.040714,94.039612
27.730000,6.464048,221.881742,-0.008323,10.855843,94.040714,94.039612
27.740000,6.463964,221.990297,-0.008442,10.855289,94.040714,94.039612
27.750000,6.463879,222.098847,-0.008561,10.854736,94.040714,94.039612
27.760000,6.463793,222.207392,-0.008680,10.854184,94.040714,94.039612
27.770000,6.463705,222.315931,-0.008799,10.853634,94.040714,94.039612
27.780000,6.463617,222.424465,-0.008918,10.853086,94.040714,94.039612
27.790000,6.463527,222.532993,-0.009036,10.852540,94.040714,94.039612
27.800000,6.463436,222.641516,-0.009154,10.851995,94.040714,94.039612
27.810000,6.463344,222.750033,-0.009272,10.851452,94.040714,94.039612
27.820000,6.463250,222.858545,-0.009390,10.850910,94.040714,94.039612
27.830000,6.463156,222.967051,-0.009507,10.850371,94.040714,94.039612
27.840000,6.463060,223.075552,-0.009624,10.849833,94.040714,94.039612
27.850000,6.462963,223.184048,-0.009741,10.849297,94.040714,94.039612
27.860000,6.462865,223.292538,-0.009858,10.848763,94.040714,94.039612
27.870000,6.462766,223.401023,-0.009974,10.848231,94.040714,94.039612
27.880000,6.462666,223.509503,-0.010090,10.847700,94.040714,94.039612
27.890000,6.462564,223.617977,-0.010206,10.847171,94.040714,94.039612
27.900000,6.462462,223.726446,-0.010322,10.846645,94.040714,94.039612
27.910000,6.462358,223.834910,-0.010437,10.846120,94.040714,94.039612
27.920000,6.462253,223.943368,-0.010553,10.845597,94.040714,94.039612
27.930000,6.462147,224.051822,-0.010668,10.845076,94.040714,94.039612
27.940000,6.462040,224.160270,-0.010782,10.844557,94.040714,94.039612
27.950000,6.461931,224.268713,-0.010897,10.844041,94.040714,94.039612
27.960000,6.461822,224.377151,-0.011011,10.843526,94.040714,94.039612
27.970000,6.461711,224.485583,-0.011125,10.843013,94.040714,94.039612
27.980000,6.461599,224.594011,-0.011239,10.842502,94.040714,94.039612
27.990000,6.461486,224.702433,-0.011353,10.841993,94.040714,94.039612
28.000000,6.461372,224.810851,-0.011466,10.841487,94.040714,94.039612
28.010000,6.461257,224.919263,-0.011579,10.840982,94.040714,94.039612
28.020000,6.461141,225.027671,-0.011692,10.840480,94.040714,94.039612
28.030000,6.461023,225.136073,-0.011804,10.839980,94.040714,94.039612
28.040000,6.460905,225.244470,-0.011917,10.839481,94.040714,94.039612
28.050000,6.460785,225.352862,-0.012029,10.838986,94.040714,94.039612
28.060000,6.460664,225.461250,-0.012141,10.838492,94.040714,94.039612
28.070000,6.460542,225.569632,-0.012252,10.838000,94.040714,94.039612
28.080000,6.460419,225.678010,-0.012364,10.837511,94.040714,94.039612
28.090000,6.460295,225.786383,-0.012475,10.837024,94.040714,94.039612
28.100000,6.460169,225.894750,-0.012586,10.836539,94.040714,94.039612
28.110000,6.460043,226.003113,-0.012696,10.836057,94.040714,94.039612
28.120000,6.459915,226.111472,-0.012807,10.835577,94.040714,94.039612
28.130000,6.459787,226.219825,-0.012917,10.835099,94.040714,94.039612
28.140000,6.459657,226.328174,-0.013027,10.834624,94.040714,94.039612
28.150000,6.459526,226.436517,-0.013136,10.834151,94.040714,94.039612
28.160000,6.459394,226.544857,-0.013246,10.833680,94.040714,94.039612
28.170000,6.459261,226.653191,-0.013355,10.833212,94.040714,94.039612
28.180000,6.459127,226.761521,-0.013464,10.832746,94.040714,94.039612
28.190000,6.458992,226.869846,-0.013572,10.832282,94.040714,94.039612
28.200000,6.458856,226.978166,-0.013681,10.831821,94.040714,94.039612
28.210000,6.458719,227.086482,-0.013789,10.831363,94.040714,94.039612
28.220000,6.458580,227.194794,-0.013897,10.830906,94.040714,94.039612
28.230000,6.458441,227.303100,-0.014005,10.830453,94.040714,94.039612
28.240000,6.458300,227.411403,-0.014112,10.830002,94.040714,94.039612
28.250000,6.458158,227.519701,-0.014219,10.829553,94.040714,94.039612
28.260000,6.458016,227.627994,-0.014326,10.829107,94.040714,94.039612
28.270000,6.457872,227.736283,-0.014433,10.828664,94.040714,94.039612
28.280000,6.457727,227.844567,-0.014539,10.828223,94.040714,94.039612
28.290000,6.457581,227.952847,-0.014645,10.827784,94.040714,94.039612
28.300000,6.457434,228.061123,-0.014751,10.827349,94.040714,94.039612
28.310000,6.457286,228.169394,-0.014857,10.826915,94.040714,94.039612
28.320000,6.457137,228.277661,-0.014962,10.826485,94.040714,94.039612
28.330000,6.456987,228.385924,-0.015067,10.826057,94.040714,94.039612
28.340000,6.456836,228.494182,-0.015172,10.825632,94.040714,94.039612
28.350000,6.456683,228.602436,-0.015277,10.825209,94.040714,94.039612
28.360000,6.456530,228.710686,-0.015381,10.824790,94.040714,94.039612
28.370000,6.456376,228.818932,-0.015486,10.824372,94.040714,94.039612
28.380000,6.456220,228.927174,-0.015589,10.823958,94.040714,94.039612
28.390000,6.456064,229.035411,-0.015693,10.823546,94.040714,94.039612
28.400000,6.455906,229.143645,-0.015797,10.823138,94.040714,94.039612
28.410000,6.455748,229.251874,-0.015900,10.822731,94.040714,94.039612
28.420000,6.455588,229.360099,-0.016003,10.822328,94.040714,94.039612
28.430000,6.455428,229.468321,-0.016105,10.821927,94.040714,94.039612
28.440000,6.455266,229.576538,-0.016208,10.821530,94.040714,94.039612
28.450000,6.455104,229.684751,-0.016310,10.821135,94.040714,94.039612
28.460000,6.454940,229.792961,-0.016412,10.820743,94.040714,94.039612
28.470000,6.454776,229.901166,-0.016513,10.820353,94.040714,94.039612
28.480000,6.454610,230.009368,-0.016615,10.819967,94.040714,94.039612
28.490000,6.454443,230.117566,-0.016716,10.819583,94.040714,94.039612
28.500000,6.454276,230.225760,-0.016817,10.819203,94.040714,94.039612
28.510000,6.454107,230.333950,-0.016917,10.818825,94.040714,94.039612
28.520000,6.453937,230.442136,-0.017018,10.818450,94.040714,94.039612
28.530000,6.453767,230.550319,-0.017118,10.818078,94.040714,94.039612
28.540000,6.453595,230.658498,-0.017217,10.817709,94.040714,94.039612
28.550000,6.453422,230.766673,-0.017317,10.817343,94.040714,94.039612
28.560000,6.453249,230.874844,-0.017416,10.816980,94.040714,94.039612
28.570000,6.453074,230.983012,-0.017515,10.816620,94.040714,94.039612
28.580000,6.452898,231.091177,-0.017614,10.816263,94.040714,94.039612
28.590000,6.452722,231.199338,-0.017713,10.815909,94.040714,94.039612
28.600000,6.452544,231.307495,-0.017811,10.815558,94.040714,94.039612
28.610000,6.452365,231.415649,-0.017909,10.815210,94.040714,94.039612
28.620000,6.452186,231.523799,-0.018007,10.814865,94.040714,94.039612
28.630000,6.452005,231.631946,-0.018105,10.814523,94.040714,94.039612
28.640000,6.451824,231.740090,-0.018202,10.814184,94.040714,94.039612
28.650000,6.451641,231.848230,-0.018299,10.813848,94.040714,94.039612
28.660000,6.451458,231.956367,-0.018396,10.813516,94.040714,94.039612
28.670000,6.451273,232.064500,-0.018492,10.813186,94.040714,94.039612
28.680000,6.451088,232.172630,-0.018588,10.812859,94.040714,94.039612
28.690000,6.450902,232.280757,-0.018684,10.812536,94.040714,94.039612
28.700000,6.450714,232.388881,-0.018780,10.812216,94.040714,94.039612
28.710000,6.450526,232.497002,-0.018876,10.811898,94.040714,94.039612
28.720000,6.450337,232.605119,-0.018971,10.811584,94.040714,94.039612
28.730000,6.450147,232.713233,-0.019066,10.811274,94.040714,94.039612
28.740000,6.449955,232.821345,-0.019160,10.810966,94.040714,94.039612
28.750000,6.449763,232.929453,-0.019255,10.810662,94.040714,94.039612
28.760000,6.449570,233.037558,-0.019349,10.810360,94.040714,94.039612
28.770000,6.449376,233.145660,-0.019443,10.810062,94.040714,94.039612
28.780000,6.449181,233.253759,-0.019537,10.809767,94.040714,94.039612
28.790000,6.448986,233.361855,-0.019630,10.809476,94.040714,94.039612
28.800000,6.448789,233.469949,-0.019723,10.809187,94.040714,94.039612
28.810000,6.448591,233.578039,-0.019816,10.808902,94.040714,94.039612
28.820000,6.448393,233.686127,-0.019909,10.808620,94.040714,94.039612
28.830000,6.448193,233.794212,-0.020001,10.808341,94.040714,94.039612
28.840000,6.447993,233.902294,-0.020093,10.808066,94.040714,94.039612
28.850000,6.447791,234.010373,-0.020185,10.807794,94.040714,94.039612
28.860000,6.447589,234.118449,-0.020276,10.807525,94.040714,94.039612
28.870000,6.447386,234.226523,-0.020368,10.807260,94.040714,94.039612
28.880000,6.447181,234.334595,-0.020459,10.806997,94.040714,94.039612
28.890000,6.446976,234.442663,-0.020550,10.806739,94.040714,94.039612
28.900000,6.446770,234.550729,-0.020640,10.806483,94.040714,94.039612
28.910000,6.446564,234.658793,-0.020730,10.806231,94.040714,94.039612
28.920000,6.446356,234.766854,-0.020820,10.805982,94.040714,94.039612
28.930000,6.446147,234.874913,-0.020910,10.805736,94.040714,94.039612
28.940000,6.445938,234.982969,-0.021000,10.805494,94.040714,94.039612
28.950000,6.445727,235.091023,-0.021089,10.805255,94.040714,94.039612
28.960000,6.445516,235.199074,-0.021178,10.805020,94.040714,94.039612
28.970000,6.445304,235.307123,-0.021267,10.804788,94.040714,94.039612
28.980000,6.445091,235.415170,-0.021355,10.804559,94.040714,94.039612
28.990000,6.444877,235.523214,-0.021443,10.804334,94.040714,94.039612
29.000000,6.444662,235.631256,-0.021531,10.804112,94.040714,94.039612
29.010000,6.444446,235.739296,-0.021619,10.803894,94.040714,94.039612
29.020000,6.444229,235.847334,-0.021706,10.803679,94.040714,94.039612
29.030000,6.444012,235.955370,-0.021793,10.803467,94.040714,94.039612
29.040000,6.443793,236.063404,-0.021880,10.803259,94.040714,94.039612
29.050000,6.443574,236.171435,-0.021967,10.803054,94.040714,94.039612
29.060000,6.443354,236.279465,-0.022053,10.802853,94.040714,94.039612
29.070000,6.443133,236.387492,-0.022139,10.802655,94.040714,94.039612
29.080000,6.442911,236.495518,-0.022225,10.802461,94.040714,94.039612
29.090000,6.442689,236.603541,-0.022310,10.802270,94.040714,94.039612
29.100000,6.442465,236.711563,-0.022396,10.802083,94.040714,94.039612
29.110000,6.442241,236.819583,-0.022481,10.801899,94.040714,94.039612
29.120000,6.442016,236.927601,-0.022565,10.801719,94.040714,94.039612
29.130000,6.441789,237.035618,-0.022650,10.801542,94.040714,94.039612
29.140000,6.441563,237.143632,-0.022734,10.801368,94.040714,94.039612
29.150000,6.441335,237.251645,-0.022818,10.801199,94.040714,94.039612
29.160000,6.441106,237.359656,-0.022902,10.801032,94.040714,94.039612
29.170000,6.440877,237.467666,-0.022985,10.800869,94.040714,94.039612
29.180000,6.440646,237.575673,-0.023068,10.800710,94.040714,94.039612
29.190000,6.440415,237.683680,-0.023151,10.800554,94.040714,94.039612
29.200000,6.440183,237.791685,-0.023234,10.800402,94.040714,94.039612
29.210000,6.439951,237.899688,-0.023316,10.800253,94.040714,94.039612
29.220000,6.439717,238.007690,-0.023399,10.800108,94.040714,94.039612
29.230000,6.439483,238.115690,-0.023480,10.799967,94.040714,94.039612
29.240000,6.439248,238.223689,-0.023562,10.799829,94.040714,94.039612
29.250000,6.439011,238.331687,-0.023643,10.799694,94.040714,94.039612
29.260000,6.438775,238.439683,-0.023724,10.799564,94.040714,94.039612
29.270000,6.438537,238.547678,-0.023805,10.799436,94.040714,94.039612
29.280000,6.438299,238.655672,-0.023886,10.799313,94.040714,94.039612
29.290000,6.438059,238.763664,-0.023966,10.799192,94.040714,94.039612
29.300000,6.437819,238.871655,-0.024046,10.799076,94.040714,94.039612
29.310000,6.437578,238.979646,-0.024126,10.798963,94.040714,94.039612
29.320000,6.437337,239.087635,-0.024205,10.798854,94.040714,94.039612
29.330000,6.437094,239.195623,-0.024284,10.798748,94.040714,94.039612
29.340000,6.436851,239.303610,-0.024363,10.798646,94.040714,94.039612
29.350000,6.436607,239.411596,-0.024442,10.798547,94.040714,94.039612
29.360000,6.436362,239.519581,-0.024520,10.798452,94.040714,94.039612
29.370000,6.436117,239.627565,-0.024599,10.798361,94.040714,94.039612
29.380000,6.435870,239.735548,-0.024676,10.798273,94.040714,94.039612
29.390000,6.435623,239.843530,-0.024754,10.798189,94.040714,94.039612
29.400000,6.435375,239.951512,-0.024831,10.798109,94.040714,94.039612
29.410000,6.435126,240.059492,-0.024908,10.798032,94.040714,94.039612
29.420000,6.434877,240.167472,-0.024985,10.797959,94.040714,94.039612
29.430000,6.434627,240.275452,-0.025062,10.797889,94.040714,94.039612
29.440000,6.434376,240.383430,-0.025138,10.797824,94.040714,94.039612
29.450000,6.434124,240.491408,-0.025214,10.797761,94.040714,94.039612
29.460000,6.433871,240.599385,-0.025290,10.797703,94.040714,94.039612
29.470000,6.433618,240.707362,-0.025365,10.797648,94.040714,94.039612
29.480000,6.433364,240.815338,-0.025441,10.797597,94.040714,94.039612
29.490000,6.433109,240.923314,-0.025516,10.797549,94.040714,94.039612
29.500000,6.432854,241.031289,-0.025590,10.797505,94.040714,94.039612
29.510000,6.432598,241.139264,-0.025665,10.797465,94.040714,94.039612
29.520000,6.432341,241.247239,-0.025739,10.797428,94.040714,94.039612
29.530000,6.432083,241.355213,-0.025813,10.797395,94.040714,94.039612
29.540000,6.431824,241.463187,-0.025886,10.797366,94.040714,94.039612
29.550000,6.431565,241.571160,-0.025960,10.797340,94.040714,94.039612
29.560000,6.431305,241.679133,-0.026033,10.797318,94.040714,94.039612
29.570000,6.431044,241.787106,-0.026106,10.797300,94.040714,94.039612
29.580000,6.430783,241.895079,-0.026178,10.797285,94.040714,94.039612
29.590000,6.430521,242.003052,-0.026251,10.797274,94.040714,94.039612
29.600000,6.430258,242.111025,-0.026323,10.797267,94.040714,94.039612
29.610000,6.429994,242.218998,-0.026394,10.797263,94.040714,94.039612
29.620000,6.429730,242.326970,-0.026466,10.797263,94.040714,94.039612
29.630000,6.429465,242.434943,-0.026537,10.797267,94.040714,94.039612
29.640000,6.429199,242.542916,-0.026608,10.797274,94.040714,94.039612
29.650000,6.428933,242.650888,-0.026679,10.797286,94.040714,94.039612
29.660000,6.428666,242.758861,-0.026749,10.797300,94.040714,94.039612
29.670000,6.428398,242.866834,-0.026819,10.797319,94.040714,94.039612
29.680000,6.428129,242.974808,-0.026889,10.797341,94.040714,94.039612
29.690000,6.427860,243.082781,-0.026959,10.797367,94.040714,94.039612
29.700000,6.427590,243.190755,-0.027028,10.797396,94.040714,94.039612
29.710000,6.427320,243.298729,-0.027097,10.797429,94.040714,94.039612
29.720000,6.427048,243.406704,-0.027166,10.797466,94.040714,94.039612
29.730000,6.426776,243.514678,-0.027235,10.797507,94.040714,94.039612
29.740000,6.426504,243.622654,-0.027303,10.797551,94.040714,94.039612
29.750000,6.426230,243.730630,-0.027371,10.797599,94.040714,94.039612
29.760000,6.425956,243.838606,-0.027439,10.797651,94.040714,94.039612
29.770000,6.425681,243.946583,-0.027507,10.797706,94.040714,94.039612
29.780000,6.425406,244.054560,-0.027574,10.797765,94.040714,94.039612
29.790000,6.425130,244.162538,-0.027641,10.797828,94.040714,94.039612
29.800000,6.424853,244.270516,-0.027708,10.797894,94.040714,94.039612
29.810000,6.424576,244.378496,-0.027774,10.797964,94.040714,94.039612
29.820000,6.424298,244.486476,-0.027840,10.798038,94.040714,94.039612
29.830000,6.424019,244.594456,-0.027906,10.798115,94.040714,94.039612
29.840000,6.423740,244.702438,-0.027972,10.798196,94.040714,94.039612
29.850000,6.423460,244.810420,-0.028037,10.798281,94.040714,94.039612
29.860000,6.423179,244.918404,-0.028102,10.798369,94.040714,94.039612
29.870000,6.422897,245.026388,-0.028167,10.798461,94.040714,94.039612
29.880000,6.422615,245.134373,-0.028232,10.798557,94.040714,94.039612
29.890000,6.422333,245.242359,-0.028296,10.798656,94.040714,94.039612
29.900000,6.422050,245.350346,-0.028360,10.798759,94.040714,94.039612
29.910000,6.421766,245.458334,-0.028424,10.798866,94.040714,94.039612
29.920000,6.421481,245.566323,-0.028488,10.798976,94.040714,94.039612
29.930000,6.421196,245.674314,-0.028551,10.799090,94.040714,94.039612
29.940000,6.420910,245.782305,-0.028614,10.799208,94.040714,94.039612
29.950000,6.420624,245.890298,-0.028677,10.799330,94.040714,94.039612
29.960000,6.420337,245.998292,-0.028739,10.799455,94.040714,94.039612
29.970000,6.420049,246.106287,-0.028801,10.799583,94.040714,94.039612
29.980000,6.419761,246.214283,-0.028863,10.799716,94.040714,94.039612
29.990000,6.419472,246.322281,-0.028925,10.799852,94.040714,94.039612
30.000000,6.419182,246.430281,-0.028986,10.799991,94.040714,94.039612
30.010000,6.418892,246.538281,-0.029048,10.800135,94.040714,94.039612
30.020000,6.418601,246.646283,-0.029108,10.800281,94.040714,94.039612
30.030000,6.418310,246.754287,-0.029169,10.800432,94.040714,94.039612
30.040000,6.418018,246.862292,-0.029229,10.800586,94.040714,94.039612
30.050000,6.417725,246.970299,-0.029290,10.800744,94.040714,94.039612
30.060000,6.417432,247.078307,-0.029349,10.800906,94.040714,94.039612
30.070000,6.417138,247.186317,-0.029409,10.801071,94.040714,94.039612
30.080000,6.416844,247.294328,-0.029468,10.801239,94.040714,94.039612
30.090000,6.416549,247.402341,-0.029527,10.801412,94.040714,94.039612
30.100000,6.416253,247.510356,-0.029586,10.801588,94.040714,94.039612
30.110000,6.415957,247.618373,-0.029645,10.801767,94.040714,94.039612
30.120000,6.415660,247.726392,-0.029703,10.801950,94.040714,94.039612
30.130000,6.415363,247.834412,-0.029761,10.802137,94.040714,94.039612
30.140000,6.415065,247.942435,-0.029819,10.802328,94.040714,94.039612
30.150000,6.414767,248.050459,-0.029876,10.802522,94.040714,94.039612
30.160000,6.414468,248.158485,-0.029933,10.802719,94.040714,94.039612
30.170000,6.414168,248.266513,-0.029990,10.802920,94.040714,94.039612
30.180000,6.413868,248.374543,-0.030047,10.803125,94.040714,94.039612
30.190000,6.413567,248.482576,-0.030103,10.803333,94.040714,94.039612
30.200000,6.413266,248.590610,-0.030159,10.803545,94.040714,94.039612
30.210000,6.412964,248.698647,-0.030215,10.803761,94.040714,94.039612
30.220000,6.412661,248.806685,-0.030271,10.803980,94.040714,94.039612
30.230000,6.412358,248.914726,-0.030326,10.804203,94.040714,94.039612
30.240000,6.412055,249.022769,-0.030381,10.804429,94.040714,94.039612
30.250000,6.411751,249.130815,-0.030436,10.804659,94.040714,94.039612
30.260000,6.411446,249.238863,-0.030491,10.804892,94.040714,94.039612
30.270000,6.411141,249.346913,-0.030545,10.805129,94.040714,94.039612
30.280000,6.410835,249.454965,-0.030599,10.805369,94.040714,94.039612
30.290000,6.410529,249.563020,-0.030653,10.805613,94.040714,94.039612
30.300000,6.410222,249.671077,-0.030706,10.805860,94.040714,94.039612
30.310000,6.409915,249.779137,-0.030760,10.806111,94.040714,94.039612
30.320000,6.409607,249.887200,-0.030813,10.806366,94.040714,94.039612
30.330000,6.409299,249.995265,-0.030865,10.806624,94.040714,94.039612
30.340000,6.408990,250.103332,-0.030918,10.806885,94.040714,94.039612
30.350000,6.408680,250.211402,-0.030970,10.807150,94.040714,94.039612
30.360000,6.408370,250.319475,-0.031022,10.807419,94.040714,94.039612
30.370000,6.408060,250.427551,-0.031074,10.807691,94.040714,94.039612
30.380000,6.407749,250.535629,-0.031125,10.807966,94.040714,94.039612
30.390000,6.407437,250.643710,-0.031176,10.808245,94.040714,94.039612
30.400000,6.407125,250.751794,-0.031227,10.808528,94.040714,94.039612
30.410000,6.406813,250.859881,-0.031278,10.808814,94.040714,94.039612
30.420000,6.406500,250.967970,-0.031328,10.809103,94.040714,94.039612
30.430000,6.406186,251.076063,-0.031378,10.809396,94.040714,94.039612
30.440000,6.405872,251.184158,-0.031428,10.809692,94.040714,94.039612
30.450000,6.405558,251.292257,-0.031478,10.809992,94.040714,94.039612
30.460000,6.405243,251.400358,-0.031527,10.810295,94.040714,94.039612
30.470000,6.404927,251.508462,-0.031576,10.810602,94.040714,94.039612
30.480000,6.404611,251.616570,-0.031625,10.810912,94.040714,94.039612
30.490000,6.404295,251.724681,-0.031674,10.811225,94.040714,94.039612
30.500000,6.403978,251.832795,-0.031722,10.811542,94.040714,94.039612
30.510000,6.403660,251.940912,-0.031770,10.811862,94.040714,94.039612
30.520000,6.403342,252.049032,-0.031818,10.812186,94.040714,94.039612
30.530000,6.403024,252.157155,-0.031865,10.812513,94.040714,94.039612
30.540000,6.402705,252.265282,-0.031913,10.812843,94.040714,94.039612
30.550000,6.402386,252.373412,-0.031960,10.813177,94.040714,94.039612
30.560000,6.402066,252.481546,-0.032006,10.813514,94.040714,94.039612
30.570000,6.401745,252.589682,-0.032053,10.813855,94.040714,94.039612
30.580000,6.401425,252.697823,-0.032099,10.814199,94.040714,94.039612
30.590000,6.401103,252.805966,-0.032145,10.814546,94.040714,94.039612
30.600000,6.400782,252.914114,-0.032191,10.814896,94.040714,94.039612
30.610000,6.400460,253.022264,-0.032236,10.815250,94.040714,94.039612
30.620000,6.400137,253.130419,-0.032281,10.815607,94.040714,94.039612
30.630000,6.399814,253.238577,-0.032326,10.815968,94.040714,94.039612
30.640000,6.399490,253.346738,-0.032371,10.816332,94.040714,94.039612
30.650000,6.399167,253.454903,-0.032415,10.816699,94.040714,94.039612
30.660000,6.398842,253.563072,-0.032459,10.817069,94.040714,94.039612
30.670000,6.398517,253.671245,-0.032503,10.817443,94.040714,94.039612
30.680000,6.398192,253.779421,-0.032547,10.817820,94.040714,94.039612
30.690000,6.397866,253.887601,-0.032590,10.818200,94.040714,94.039612
30.700000,6.397540,253.995785,-0.032633,10.818584,94.040714,94.039612
30.710000,6.397214,254.103973,-0.032676,10.818971,94.040714,94.039612
30.720000,6.396887,254.212164,-0.032719,10.819361,94.040714,94.039612
30.730000,6.396559,254.320360,-0.032761,10.819754,94.040714,94.039612
30.740000,6.396232,254.428559,-0.032803,10.820150,94.040714,94.039612
30.750000,6.395903,254.536763,-0.032845,10.820550,94.040714,94.039612
30.760000,6.395575,254.644970,-0.032887,10.820953,94.040714,94.039612
30.770000,6.395246,254.753182,-0.032928,10.821359,94.040714,94.039612
30.780000,6.394916,254.861398,-0.032969,10.821768,94.040714,94.039612
30.790000,6.394586,254.969617,-0.033010,10.822181,94.040714,94.039612
30.800000,6.394256,255.077841,-0.033051,10.822596,94.040714,94.039612
30.810000,6.393925,255.186069,-0.033091,10.823015,94.040714,94.039612
30.820000,6.393594,255.294302,-0.033131,10.823437,94.040714,94.039612
